Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,prolific_id,stimulus_id,age,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,First Language,Hearing difficulties,Nationality,Sex,Student Status,tmf_core,tmf_would_like_to_be,tmf_interests_seen_as,tmf_attitudes_seen_as,tmf_behaviour_seen_as,tmf_appearance_seen_as,sex,gender_identity,gender_text,sex_orientation,orient_text,ethnicity,disability,community_sss,national_sss,target,tmf_avg,tmf_label,sss_avg
5,3,5,5,3,2,2,5f3960e728b3734d421b2eeb,VIqv8YRVDuY,20,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,8.0,fem,6.0,resolutely feminine,8.0
1,4,1,1,7,5,6,55e876f25e4d360012cc283d,HO-GyyhtDnA,27,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,2.0,2.0,3.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,7.0,masc,2.0,resolutely masculine,6.5
4,5,5,2,1,1,1,5f22de3904d2a80008ca108a,VIqv8YRVDuY,34,United Kingdom,United Kingdom,"London, England ",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,4.0,4.0,5.0,4.0,5.0,5.0,Female,Woman,,Asexual,,White,No,4.0,7.0,fem,4.5,neither nor,5.5
7,7,5,3,2,1,1,5b7f28ee4570a7000120ad3f,2-m3SEGs0kM,67,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,4.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,8.0,mix,2.1666666666666665,resolutely masculine,7.5
3,2,3,3,1,1,4,5aae8f78811b2000016f7c7b,VIqv8YRVDuY,53,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,6.0,6.0,6.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,5.0,5.0,fem,6.0,resolutely feminine,5.0
7,6,5,5,2,1,1,5da9a1659413e4001505d7f7,VIqv8YRVDuY,63,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,2.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,6.0,fem,1.3333333333333333,resolutely masculine,5.0
6,6,4,3,3,1,3,5da9a1659413e4001505d7f7,cYszuGaptkk,63,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,2.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,6.0,mix,1.3333333333333333,resolutely masculine,5.0
6,6,2,1,6,5,1,609c010662a75f7f78ad58f0,2-m3SEGs0kM,20,United Kingdom,United Kingdom,Wales,Other,English,No,United Kingdom,Male,Yes,2.0,1.0,2.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,mix,1.6666666666666667,resolutely masculine,7.0
4,5,2,2,3,2,1,5b95a66ba2980c0001c481a6,2-m3SEGs0kM,24,Ireland,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,Ireland,Male,No,2.0,2.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,4.0,2.0,mix,2.0,resolutely masculine,3.0
6,3,6,4,3,1,2,5b95a66ba2980c0001c481a6,VIqv8YRVDuY,24,Ireland,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,Ireland,Male,No,2.0,2.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,4.0,2.0,fem,2.0,resolutely masculine,3.0
2,3,1,1,5,4,3,5ea986542bd79508d1d3cd7e,Zl-50U1tsBM,26,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,5.0,4.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,masc,5.166666666666667,resolutely feminine,5.5
4,2,1,2,6,1,4,5f296dc899c65605ad881760,cYszuGaptkk,21,United Kingdom,United Kingdom,Scotland,Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,7.0,7.0,7.0,Female,Woman,,Heterosexual (straight),,Multiple ethnic groups,No,4.0,7.0,mix,6.333333333333333,resolutely feminine,5.5
5,3,2,2,6,1,5,55d51a6b8ce09000127d4821,cYszuGaptkk,32,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,No,6.0,5.0,mix,3.1666666666666665,neither nor,5.5
7,4,6,4,2,1,2,5dcc6f91e5e18690a20e74d1,VIqv8YRVDuY,57,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,5.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,7.0,fem,5.833333333333333,resolutely feminine,7.5
6,7,5,5,4,2,4,5dec460a8d43d9346487f840,2-m3SEGs0kM,31,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,5.0,2.0,1.0,6.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,4.0,mix,3.333333333333333,neither nor,5.0
5,4,4,4,5,1,2,5d5db7f7ca179000180b17cc,VIqv8YRVDuY,37,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,English,No,United Kingdom,Male,No,2.0,1.0,2.0,2.0,3.0,3.0,Male,Man,,Heterosexual (straight),,Asian,No,7.0,7.0,fem,2.1666666666666665,resolutely masculine,7.0
4,1,1,6,1,1,2,5fcf61cae339e601668c71aa,VIqv8YRVDuY,34,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,4.0,6.0,5.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,3.0,2.0,fem,5.333333333333333,resolutely feminine,2.5
1,1,1,1,6,2,2,5fcf61cae339e601668c71aa,Zl-50U1tsBM,34,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,4.0,6.0,5.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,3.0,2.0,masc,5.333333333333333,resolutely feminine,2.5
2,4,3,1,6,2,1,5f22de3904d2a80008ca108a,Zl-50U1tsBM,34,United Kingdom,United Kingdom,"London, England ",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,4.0,4.0,5.0,4.0,5.0,5.0,Female,Woman,,Asexual,,White,No,4.0,7.0,masc,4.5,neither nor,5.5
5,6,3,4,5,1,2,55e876f25e4d360012cc283d,pdzliNhlqWI,27,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,2.0,2.0,3.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,7.0,fem,2.0,resolutely masculine,6.5
4,3,3,3,5,2,2,5f3960e728b3734d421b2eeb,cYszuGaptkk,20,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,8.0,mix,6.0,resolutely feminine,8.0
2,3,1,2,2,1,1,5f22de3904d2a80008ca108a,cYszuGaptkk,34,United Kingdom,United Kingdom,"London, England ",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,4.0,4.0,5.0,4.0,5.0,5.0,Female,Woman,,Asexual,,White,No,4.0,7.0,mix,4.5,neither nor,5.5
5,4,3,3,2,2,2,5f3960e728b3734d421b2eeb,2-m3SEGs0kM,20,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,8.0,mix,6.0,resolutely feminine,8.0
6,5,5,1,5,2,5,5b7f28ee4570a7000120ad3f,HO-GyyhtDnA,67,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,4.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,8.0,masc,2.1666666666666665,resolutely masculine,7.5
5,6,4,3,3,1,1,5da9a1659413e4001505d7f7,pdzliNhlqWI,63,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,2.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,6.0,fem,1.3333333333333333,resolutely masculine,5.0
1,2,2,1,6,7,5,5da9a1659413e4001505d7f7,HO-GyyhtDnA,63,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,2.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,6.0,masc,1.3333333333333333,resolutely masculine,5.0
7,6,6,5,5,1,4,609c010662a75f7f78ad58f0,VIqv8YRVDuY,20,United Kingdom,United Kingdom,Wales,Other,English,No,United Kingdom,Male,Yes,2.0,1.0,2.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,fem,1.6666666666666667,resolutely masculine,7.0
2,1,1,1,3,1,1,6048a3eff8e2cdda59e5c9e7,Zl-50U1tsBM,22,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,Yes,5.0,4.0,5.0,4.0,3.0,5.0,Female,Woman,,Bisexual,,White,No,5.0,6.0,masc,4.333333333333333,neither nor,5.5
4,3,3,2,4,1,4,623729c5c785c64be4d2f444,pdzliNhlqWI,21,Poland,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Other,English,No,Poland,Female,Yes,3.0,3.0,5.0,5.0,4.0,3.0,Female,Man,,Bisexual,,White,Yes,3.0,3.0,fem,3.8333333333333335,neither nor,3.0
2,2,1,2,1,1,1,6048a3eff8e2cdda59e5c9e7,pdzliNhlqWI,22,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,Yes,5.0,4.0,5.0,4.0,3.0,5.0,Female,Woman,,Bisexual,,White,No,5.0,6.0,fem,4.333333333333333,neither nor,5.5
2,1,2,1,4,3,1,603900436aac0934a527e745,Zl-50U1tsBM,45,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,3.0,6.0,3.0,4.0,Female,Woman,,Homosexual (lesbian or gay),,White,No,6.0,7.0,masc,4.333333333333333,neither nor,6.5
4,4,3,3,3,2,2,5c37ac66bc6444000133b38e,2-m3SEGs0kM,25,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,English,No,United Kingdom,Female,No,7.0,7.0,7.0,7.0,7.0,7.0,Female,Woman,,I prefer not to answer,,I prefer not to answer,Yes,4.0,4.0,mix,7.0,resolutely feminine,4.0
6,6,2,4,4,1,3,55d51a6b8ce09000127d4821,2-m3SEGs0kM,32,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,No,6.0,5.0,mix,3.1666666666666665,neither nor,5.5
6,3,5,5,3,1,2,55d51a6b8ce09000127d4821,VIqv8YRVDuY,32,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,No,6.0,5.0,fem,3.1666666666666665,neither nor,5.5
4,1,1,3,1,1,1,5c0b888b7bbde100010a8fd9,2-m3SEGs0kM,21,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,5.0,4.0,6.0,4.0,3.0,I prefer not to answer,Non-binary,,I prefer not to answer,,White,No,8.0,6.0,mix,4.333333333333333,neither nor,7.0
4,4,3,3,5,2,3,5fc45894c518494211619c7e,cYszuGaptkk,35,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Unemployed (and job seeking),English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,4.0,4.0,mix,3.0,neither nor,4.0
4,2,5,2,4,1,2,5dec460a8d43d9346487f840,cYszuGaptkk,31,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,5.0,2.0,1.0,6.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,4.0,mix,3.333333333333333,neither nor,5.0
3,2,5,5,2,1,2,5dec460a8d43d9346487f840,VIqv8YRVDuY,31,United Kingdom,United Kingdom,Scotland,DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,5.0,2.0,1.0,6.0,4.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,4.0,fem,3.333333333333333,neither nor,5.0
2,4,2,1,3,2,1,5f22de3904d2a80008ca108a,2-m3SEGs0kM,34,United Kingdom,United Kingdom,"London, England ",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,4.0,4.0,5.0,4.0,5.0,5.0,Female,Woman,,Asexual,,White,No,4.0,7.0,mix,4.5,neither nor,5.5
4,4,3,2,5,5,2,5f3960e728b3734d421b2eeb,Zl-50U1tsBM,20,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,8.0,masc,6.0,resolutely feminine,8.0
2,4,1,1,7,6,7,55e876f25e4d360012cc283d,Zl-50U1tsBM,27,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,2.0,2.0,3.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,7.0,masc,2.0,resolutely masculine,6.5
6,4,3,5,5,1,6,55e876f25e4d360012cc283d,VIqv8YRVDuY,27,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",DATA EXPIRED,English,No,United Kingdom,Male,DATA EXPIRED,2.0,2.0,3.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,7.0,fem,2.0,resolutely masculine,6.5
4,2,2,1,5,6,2,5f3960e728b3734d421b2eeb,HO-GyyhtDnA,20,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,8.0,masc,6.0,resolutely feminine,8.0
5,3,2,2,2,2,2,5f3960e728b3734d421b2eeb,pdzliNhlqWI,20,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Part-Time,English,No,United Kingdom,Female,Yes,6.0,6.0,5.0,6.0,6.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,8.0,fem,6.0,resolutely feminine,8.0
7,5,7,1,4,1,1,5b7f28ee4570a7000120ad3f,VIqv8YRVDuY,67,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,2.0,2.0,2.0,4.0,2.0,1.0,Male,Man,,Heterosexual (straight),,White,No,7.0,8.0,fem,2.1666666666666665,resolutely masculine,7.5
6,7,4,5,3,1,2,5da9a1659413e4001505d7f7,2-m3SEGs0kM,63,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,2.0,2.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,4.0,6.0,mix,1.3333333333333333,resolutely masculine,5.0
4,2,1,1,5,4,2,609c010662a75f7f78ad58f0,Zl-50U1tsBM,20,United Kingdom,United Kingdom,Wales,Other,English,No,United Kingdom,Male,Yes,2.0,1.0,2.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,masc,1.6666666666666667,resolutely masculine,7.0
6,6,5,1,2,1,1,609c010662a75f7f78ad58f0,pdzliNhlqWI,20,United Kingdom,United Kingdom,Wales,Other,English,No,United Kingdom,Male,Yes,2.0,1.0,2.0,1.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,6.0,8.0,fem,1.6666666666666667,resolutely masculine,7.0
6,3,2,1,4,1,2,5b95a66ba2980c0001c481a6,cYszuGaptkk,24,Ireland,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,English,No,Ireland,Male,No,2.0,2.0,2.0,2.0,2.0,2.0,Male,Man,,Heterosexual (straight),,White,No,4.0,2.0,mix,2.0,resolutely masculine,3.0
5,4,6,3,2,1,1,5ea986542bd79508d1d3cd7e,VIqv8YRVDuY,26,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,5.0,4.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,fem,5.166666666666667,resolutely feminine,5.5
3,3,1,1,7,6,7,615dc9a9d61ae634ede50ebb,Zl-50U1tsBM,22,United Kingdom,United Kingdom,Scotland,Due to start a new job within the next month,English,No,United Kingdom,Female,Yes,5.0,6.0,4.0,4.0,6.0,5.0,Female,Woman,,Bisexual,,White,Yes,5.0,6.0,masc,5.0,resolutely feminine,5.5
4,6,1,2,1,1,1,5ea986542bd79508d1d3cd7e,2-m3SEGs0kM,26,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,English,No,United Kingdom,Female,No,5.0,5.0,5.0,4.0,5.0,7.0,Female,Woman,,Heterosexual (straight),,White,No,6.0,5.0,mix,5.166666666666667,resolutely feminine,5.5
5,5,3,5,2,1,1,55d51a6b8ce09000127d4821,pdzliNhlqWI,32,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,No,6.0,5.0,fem,3.1666666666666665,neither nor,5.5
5,5,5,4,2,1,3,6077dd4c0a8ff92267e84b6e,pdzliNhlqWI,42,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,6.0,Female,I prefer to self-describe as,I don't have a gender identity.,Heterosexual (straight),,White,No,6.0,6.0,fem,4.666666666666667,resolutely feminine,6.0
1,1,1,1,5,2,3,5c0b888b7bbde100010a8fd9,Zl-50U1tsBM,21,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,5.0,4.0,6.0,4.0,3.0,I prefer not to answer,Non-binary,,I prefer not to answer,,White,No,8.0,6.0,masc,4.333333333333333,neither nor,7.0
4,2,2,2,6,2,5,55d51a6b8ce09000127d4821,Zl-50U1tsBM,32,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,No,6.0,5.0,masc,3.1666666666666665,neither nor,5.5
6,1,5,2,3,1,1,5e27fdd75ade0ba21df12828,VIqv8YRVDuY,53,United Kingdom,United Kingdom,Wales,Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,6.0,5.0,fem,1.0,resolutely masculine,5.5
4,1,3,3,2,1,1,5c0b888b7bbde100010a8fd9,VIqv8YRVDuY,21,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,5.0,4.0,6.0,4.0,3.0,I prefer not to answer,Non-binary,,I prefer not to answer,,White,No,8.0,6.0,fem,4.333333333333333,neither nor,7.0
6,4,6,4,4,1,2,5dcc6f91e5e18690a20e74d1,pdzliNhlqWI,57,United Kingdom,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,5.0,6.0,6.0,6.0,Female,Woman,,Heterosexual (straight),,White,No,8.0,7.0,fem,5.833333333333333,resolutely feminine,7.5
3,3,2,2,6,4,4,55d51a6b8ce09000127d4821,HO-GyyhtDnA,32,United Kingdom,United Kingdom,"London, England ",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,3.0,Male,Man,,Heterosexual (straight),,White,No,6.0,5.0,masc,3.1666666666666665,neither nor,5.5
2,2,3,1,6,5,5,6077dd4c0a8ff92267e84b6e,Zl-50U1tsBM,42,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,6.0,Female,I prefer to self-describe as,I don't have a gender identity.,Heterosexual (straight),,White,No,6.0,6.0,masc,4.666666666666667,resolutely feminine,6.0
5,2,2,4,3,1,2,5e77f6934ffe99364534227a,VIqv8YRVDuY,57,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Male,No,3.0,3.0,4.0,2.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,5.0,7.0,fem,2.833333333333333,neither nor,6.0
3,1,1,1,3,1,2,5fcf61cae339e601668c71aa,cYszuGaptkk,34,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,English,No,United Kingdom,Female,No,6.0,6.0,4.0,6.0,5.0,5.0,Female,Woman,,Heterosexual (straight),,White,Yes,3.0,2.0,mix,5.333333333333333,resolutely feminine,2.5
5,5,4,4,4,1,3,5fc45894c518494211619c7e,pdzliNhlqWI,35,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Unemployed (and job seeking),English,No,United Kingdom,Male,No,3.0,3.0,3.0,4.0,3.0,2.0,Male,Man,,Heterosexual (straight),,White,No,4.0,4.0,fem,3.0,neither nor,4.0
2,1,1,1,4,1,1,5c0b888b7bbde100010a8fd9,cYszuGaptkk,21,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,5.0,4.0,6.0,4.0,3.0,I prefer not to answer,Non-binary,,I prefer not to answer,,White,No,8.0,6.0,mix,4.333333333333333,neither nor,7.0
4,2,1,1,5,1,2,5e27fdd75ade0ba21df12828,cYszuGaptkk,53,United Kingdom,United Kingdom,Wales,Full-Time,English,No,United Kingdom,Male,No,1.0,1.0,1.0,1.0,1.0,1.0,Male,Man,,Heterosexual (straight),,White,No,6.0,5.0,mix,1.0,resolutely masculine,5.5
5,5,5,4,4,1,2,61572aeab6ac8a5fe94b43b4,pdzliNhlqWI,63,Canada,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,English,No,United Kingdom,Male,No,4.0,3.0,2.0,2.0,4.0,3.0,Male,Man,,Homosexual (lesbian or gay),,White,Yes,7.0,7.0,fem,3.0,neither nor,7.0
1,1,1,1,5,3,1,5c0b888b7bbde100010a8fd9,HO-GyyhtDnA,21,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Male,No,4.0,5.0,4.0,6.0,4.0,3.0,I prefer not to answer,Non-binary,,I prefer not to answer,,White,No,8.0,6.0,masc,4.333333333333333,neither nor,7.0
5,3,4,2,6,2,5,6077dd4c0a8ff92267e84b6e,cYszuGaptkk,42,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",English,No,United Kingdom,Female,No,5.0,5.0,4.0,4.0,4.0,6.0,Female,I prefer to self-describe as,I don't have a gender identity.,Heterosexual (straight),,White,No,6.0,6.0,mix,4.666666666666667,resolutely feminine,6.0
