Electric_Acoustic,Distorted_Clear,Many_FewInstruments,Loud_Soft,Heavy_Light,High pitch_Low pitch,Wide_Narrow_pitch_variation,Punchy_Smooth,Harmonious_Disharmonious,Clear_NoMelody,Repetitive_NonRepetitive,Complex_SimpleRhythm,Fast_SlowTempo,Dense_Sparse,Strong_WeakBeat,prolific_id,stimulus_id,age,Country of Birth,Current Country of Residence,Current UK area of residence,Employment Status,Experience with musical instruments,First Language,Hearing difficulties,Nationality,Sex,Student Status,target
2,3,5,6,4,4,3,3,3,4,2,4,3,2,2,60eacff7b678411f44e11a12,cYszuGaptkk,23,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Other,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,mix
4,4,4,4,4,3,5,4,3,4,5,5,4,5,5,59e4b3a1896cfc0001921095,Zl-50U1tsBM,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
5,3,2,5,4,4,5,5,3,5,4,5,3,4,5,5810f69c7d3e6d0001df29a5,cYszuGaptkk,68,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
6,1,3,7,6,3,4,6,3,6,3,4,5,3,6,5be7752e66e3d1000103957f,cYszuGaptkk,55,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,mix
6,5,5,4,1,6,3,1,3,3,4,4,3,2,3,5810f69c7d3e6d0001df29a5,HO-GyyhtDnA,68,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
7,6,7,7,7,1,7,7,1,1,1,6,3,7,5,5be7752e66e3d1000103957f,2-m3SEGs0kM,55,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,mix
6,3,1,6,4,2,5,4,5,6,4,3,4,2,6,5be7752e66e3d1000103957f,VIqv8YRVDuY,55,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,fem
2,3,3,2,2,6,3,2,6,5,4,2,3,2,4,5e33e9b555c80a3b1a42693d,HO-GyyhtDnA,39,United Kingdom,United Kingdom,"North East, England    (Tees Valley, Durham, Northumberland and Tyne and Wear)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
7,7,3,7,7,5,6,6,1,5,1,6,5,3,2,5efddc1317f23624a7380d36,pdzliNhlqWI,23,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,Yes,fem
1,3,3,2,2,6,4,3,5,5,3,6,4,2,3,60e41e3e8c52dca4b19a3487,HO-GyyhtDnA,53,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,3,4,3,5,2,3,3,2,2,1,3,1,4,5,60e76a1d107aa8d3ccd3e37b,pdzliNhlqWI,21,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Other,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,fem
6,6,5,7,7,6,4,3,3,2,2,5,3,7,5,5b1840dfb6fe3d0001a1073d,2-m3SEGs0kM,40,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,3,3,1,1,4,3,2,6,5,4,3,3,1,4,5b1840dfb6fe3d0001a1073d,HO-GyyhtDnA,40,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
5,3,5,5,3,6,3,3,3,6,6,5,5,3,5,5c5cad3e4ee81200018eafe2,Zl-50U1tsBM,70,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
6,6,3,5,6,5,3,4,6,6,5,3,3,5,6,5c5cad3e4ee81200018eafe2,VIqv8YRVDuY,70,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
2,2,3,5,3,5,3,2,6,4,5,3,2,3,5,5e979756281ba326b104d3e8,cYszuGaptkk,30,United Kingdom,United Kingdom,Scotland,Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
4,6,3,4,4,4,5,5,4,3,3,5,2,3,4,60e41e3e8c52dca4b19a3487,cYszuGaptkk,53,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
2,7,3,6,7,1,5,6,4,3,2,6,3,6,6,60e41e3e8c52dca4b19a3487,VIqv8YRVDuY,53,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
3,6,6,5,6,6,6,6,2,2,2,3,3,3,1,5eb463628b63a22bad15771c,2-m3SEGs0kM,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
5,6,3,5,5,3,5,2,2,2,2,6,5,3,3,5eb463628b63a22bad15771c,pdzliNhlqWI,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
6,6,5,6,6,4,2,2,2,2,3,2,1,4,2,573dbfc9cc30e7000dc57410,2-m3SEGs0kM,57,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,6,5,6,6,2,5,2,5,5,4,2,5,3,4,5eb463628b63a22bad15771c,VIqv8YRVDuY,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
6,6,6,7,5,2,3,6,2,2,3,6,4,6,6,60ed501279c68ea1a313d0aa,2-m3SEGs0kM,57,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,3,2,1,1,6,6,3,5,6,4,3,3,3,3,5eb463628b63a22bad15771c,Zl-50U1tsBM,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
6,6,2,3,6,4,2,2,2,2,4,2,2,4,2,573dbfc9cc30e7000dc57410,VIqv8YRVDuY,57,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
2,4,5,2,5,3,3,2,3,2,3,3,2,4,2,573dbfc9cc30e7000dc57410,pdzliNhlqWI,57,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
1,3,5,1,1,7,7,2,3,4,3,6,2,1,3,5f0cfeef098f1e53ff201909,HO-GyyhtDnA,23,United Kingdom,United Kingdom,"London, England ",Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,3,5,5,5,4,5,3,3,4,2,4,3,5,4,5be7752e66e3d1000103957f,pdzliNhlqWI,55,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Other,Yes. For 3-4 years.,English,No,United Kingdom,Female,No,fem
2,6,3,3,5,6,4,3,3,5,5,3,3,5,4,5b1840dfb6fe3d0001a1073d,VIqv8YRVDuY,40,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
6,6,6,5,6,6,7,3,3,2,5,6,6,5,3,5c5cad3e4ee81200018eafe2,2-m3SEGs0kM,70,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
3,2,5,5,4,5,6,5,7,6,6,5,6,5,7,5c5cad3e4ee81200018eafe2,cYszuGaptkk,70,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
6,6,6,7,7,2,5,4,2,2,2,6,5,5,2,5e979756281ba326b104d3e8,pdzliNhlqWI,30,United Kingdom,United Kingdom,Scotland,Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
6,6,5,6,7,6,6,3,3,3,6,5,3,4,3,5c5cad3e4ee81200018eafe2,pdzliNhlqWI,70,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
5,6,2,6,7,2,2,6,1,1,3,2,4,3,5,5e979756281ba326b104d3e8,VIqv8YRVDuY,30,United Kingdom,United Kingdom,Scotland,Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
5,6,6,6,7,1,6,5,3,1,1,5,4,5,2,5e979756281ba326b104d3e8,2-m3SEGs0kM,30,United Kingdom,United Kingdom,Scotland,Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,1,7,4,3,5,7,4,7,7,4,3,4,4,4,5ea1950819664f04542a50bf,HO-GyyhtDnA,82,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
4,1,7,6,5,4,4,3,3,3,4,4,4,4,3,5ea1950819664f04542a50bf,cYszuGaptkk,82,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
5,7,7,6,7,3,7,4,3,4,4,5,4,4,3,5ea1950819664f04542a50bf,2-m3SEGs0kM,82,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
4,7,7,6,7,2,4,2,4,3,4,6,4,5,2,5ea1950819664f04542a50bf,pdzliNhlqWI,82,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
2,4,5,2,2,5,4,4,5,5,4,4,2,4,4,573dbfc9cc30e7000dc57410,HO-GyyhtDnA,57,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,3,5,3,5,3,4,3,4,4,4,5,2,3,3,573dbfc9cc30e7000dc57410,cYszuGaptkk,57,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,4,3,3,3,3,2,1,1,1,2,3,3,3,1,5f033543945c554f816f6ad7,Zl-50U1tsBM,47,DATA EXPIRED,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,DATA EXPIRED,Female,No,masc
1,6,5,1,1,6,6,1,3,2,1,6,1,1,3,5f0cfeef098f1e53ff201909,Zl-50U1tsBM,23,United Kingdom,United Kingdom,"London, England ",Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
6,6,2,5,5,2,4,5,2,3,3,5,3,3,3,5f033543945c554f816f6ad7,VIqv8YRVDuY,47,DATA EXPIRED,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,DATA EXPIRED,Female,No,fem
6,2,3,3,4,6,5,3,4,3,4,5,4,5,4,60ed501279c68ea1a313d0aa,Zl-50U1tsBM,57,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,7,6,5,6,6,5,2,2,2,3,3,3,5,2,5b1840dfb6fe3d0001a1073d,pdzliNhlqWI,40,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,5,2,2,2,5,4,2,3,5,4,3,3,2,3,5b1840dfb6fe3d0001a1073d,Zl-50U1tsBM,40,United Kingdom,United Kingdom,Scotland,Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,1,3,3,2,6,5,5,7,7,5,4,3,3,6,5c5cad3e4ee81200018eafe2,HO-GyyhtDnA,70,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
1,2,5,3,2,3,6,1,6,6,3,6,3,3,4,5e979756281ba326b104d3e8,HO-GyyhtDnA,30,United Kingdom,United Kingdom,Scotland,Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
4,1,2,2,1,6,2,2,6,3,3,3,2,1,3,5e979756281ba326b104d3e8,Zl-50U1tsBM,30,United Kingdom,United Kingdom,Scotland,Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,3,6,5,5,3,3,4,3,3,4,5,4,5,3,60ed501279c68ea1a313d0aa,pdzliNhlqWI,57,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
5,3,3,4,3,6,5,4,5,5,4,3,4,3,3,60ed501279c68ea1a313d0aa,HO-GyyhtDnA,57,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
6,6,2,2,3,4,3,2,2,2,4,2,2,4,2,573dbfc9cc30e7000dc57410,Zl-50U1tsBM,57,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,4,4,2,6,4,4,3,3,4,4,3,2,4,4,60e76a1d107aa8d3ccd3e37b,Zl-50U1tsBM,21,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Other,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,masc
2,5,6,4,6,2,3,2,4,3,2,4,2,4,4,60e76a1d107aa8d3ccd3e37b,cYszuGaptkk,21,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Other,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,mix
4,4,4,3,3,4,3,2,4,3,2,4,3,3,3,5f5949feb6149f1932dbfcfc,Zl-50U1tsBM,27,United Kingdom,United Kingdom,"London, England ",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,3,3,4,4,2,3,3,4,2,2,2,2,3,2,5f5949feb6149f1932dbfcfc,2-m3SEGs0kM,27,United Kingdom,United Kingdom,"London, England ",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,2,3,3,3,5,5,3,4,5,5,3,3,3,3,608727ded1b6b85975bbf14d,Zl-50U1tsBM,34,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
4,6,4,5,6,4,4,3,2,4,4,6,4,5,4,5ebebcf619a604258a233c4f,pdzliNhlqWI,60,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
6,7,6,5,5,2,4,6,3,3,4,5,3,6,3,60ed501279c68ea1a313d0aa,VIqv8YRVDuY,57,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,3,5,3,3,6,5,3,4,4,3,5,5,5,4,5eb463628b63a22bad15771c,cYszuGaptkk,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
2,4,3,3,2,6,6,2,5,5,3,6,5,1,7,5f0cfeef098f1e53ff201909,cYszuGaptkk,23,United Kingdom,United Kingdom,"London, England ",Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
1,2,3,1,1,6,5,3,6,6,6,5,5,3,4,5eb463628b63a22bad15771c,HO-GyyhtDnA,43,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
6,6,6,4,6,2,6,4,2,2,1,4,4,6,1,5bd0a57f446a8e0001204390,2-m3SEGs0kM,50,Australia,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
1,1,5,3,1,6,5,3,6,7,4,1,2,1,4,5fcf5ad1347ca200086dd547,Zl-50U1tsBM,26,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
4,5,5,5,5,3,5,5,3,3,4,5,5,5,5,59e4b3a1896cfc0001921095,pdzliNhlqWI,50,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Unemployed (and job seeking),Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
1,3,3,3,3,2,2,3,2,2,3,3,3,4,2,5f033543945c554f816f6ad7,cYszuGaptkk,47,DATA EXPIRED,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,DATA EXPIRED,Female,No,mix
3,5,4,4,3,5,3,3,5,6,6,3,3,4,4,61435b26170aa14747574253,Zl-50U1tsBM,30,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
2,3,3,4,2,6,4,2,3,5,2,6,1,3,1,5bd0a57f446a8e0001204390,Zl-50U1tsBM,50,Australia,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
3,6,2,5,7,2,3,3,3,2,5,5,4,5,5,5fcf5ad1347ca200086dd547,VIqv8YRVDuY,26,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
6,5,6,6,6,3,5,6,2,3,3,5,4,4,5,61435b26170aa14747574253,2-m3SEGs0kM,30,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
6,7,6,3,5,2,3,1,1,1,3,4,3,4,1,5f033543945c554f816f6ad7,pdzliNhlqWI,47,DATA EXPIRED,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,DATA EXPIRED,Female,No,fem
6,7,7,6,7,1,7,5,2,1,1,6,2,7,2,5fcf5ad1347ca200086dd547,2-m3SEGs0kM,26,United Kingdom,United Kingdom,"London, England ",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
4,5,3,5,3,5,4,3,3,6,2,2,1,2,2,5bd0a57f446a8e0001204390,cYszuGaptkk,50,Australia,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
7,2,2,6,6,6,4,6,4,5,5,2,3,4,3,60ed501279c68ea1a313d0aa,cYszuGaptkk,57,United Kingdom,United Kingdom,"East of England (East Anglia, Bedfordshire and Hertfordshire, Essex)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
7,7,6,7,7,1,7,1,1,1,1,7,3,6,6,5f0cfeef098f1e53ff201909,2-m3SEGs0kM,23,United Kingdom,United Kingdom,"London, England ",Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,mix
5,7,5,3,5,5,6,2,1,1,1,7,5,3,1,5f0cfeef098f1e53ff201909,pdzliNhlqWI,23,United Kingdom,United Kingdom,"London, England ",Due to start a new job within the next month,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
3,6,5,3,3,4,3,5,3,3,3,5,5,5,2,61435b26170aa14747574253,cYszuGaptkk,30,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
1,2,3,2,2,6,6,4,6,6,3,5,5,4,4,5f033543945c554f816f6ad7,HO-GyyhtDnA,47,DATA EXPIRED,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,DATA EXPIRED,Female,No,masc
6,6,6,2,5,6,2,6,2,3,3,5,5,7,3,61435b26170aa14747574253,pdzliNhlqWI,30,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
2,4,6,4,2,6,6,4,3,6,2,2,3,2,4,5bd0a57f446a8e0001204390,HO-GyyhtDnA,50,Australia,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,masc
2,3,2,2,5,4,1,2,1,2,6,2,3,3,3,6136503d70302c9d1aa894f4,VIqv8YRVDuY,21,Malaysia,United Kingdom,"East Midlands, England (Derbyshire and Nottinghamshire, Leicestershire, Rutland and Northamptonshire, Lincolnshire)",Part-Time,Yes. For 5+ years.,English,No,Malaysia,Female,Yes,fem
5,7,6,3,7,5,3,5,2,2,2,7,6,6,6,60b60d67bbc65b38b155536e,pdzliNhlqWI,26,United Kingdom,United Kingdom,"Yorkshire and the Humber, England (East Riding, North Lincolnshire and Yorkshire)","Not in paid work (e.g. homemaker', 'retired or disabled)",Yes. For 3-4 years.,English,No,United Kingdom,Female,No,fem
4,3,5,2,2,6,4,3,4,4,3,3,2,3,4,60e76a1d107aa8d3ccd3e37b,HO-GyyhtDnA,21,United Kingdom,United Kingdom,"West Midlands, England (Herefordshire, Worcestershire and Warwickshire, Shropshire and Staffordshire, West Midlands)",Other,Yes. For 5+ years.,English,No,United Kingdom,Male,Yes,masc
3,6,3,3,3,1,1,1,1,1,1,2,1,2,1,5f5949feb6149f1932dbfcfc,pdzliNhlqWI,27,United Kingdom,United Kingdom,"London, England ",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
4,6,3,3,4,3,3,3,3,3,3,4,3,3,3,5f5949feb6149f1932dbfcfc,VIqv8YRVDuY,27,United Kingdom,United Kingdom,"London, England ",Part-Time,Yes. For 5+ years.,English,No,United Kingdom,Female,No,fem
5,6,2,5,5,4,3,3,3,5,4,6,4,5,6,5ebebcf619a604258a233c4f,VIqv8YRVDuY,60,United Kingdom,United Kingdom,"South West, England (Gloucestershire, Wiltshire and Bristol/Bath area, Dorset and Somerset, Cornwall and Isles of Scilly, Devon)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,fem
6,5,6,3,7,2,6,2,2,2,2,7,3,6,4,608727ded1b6b85975bbf14d,2-m3SEGs0kM,34,United Kingdom,United Kingdom,"North West, England (Cumbria, Greater Manchester, Lancashire, Merseyside)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,mix
2,5,2,4,3,6,5,3,5,5,5,3,2,2,3,61435b26170aa14747574253,HO-GyyhtDnA,30,United Kingdom,United Kingdom,"South East, England (Berkshire, Buckinghamshire, and Oxfordshire, Surrey, Sussex, Kent, Hampshire and Isle of Wight)",Full-Time,Yes. For 5+ years.,English,No,United Kingdom,Male,No,masc
