stimulus_id,all_genders,voice_type,voice_age,voice_gender,voice_exagg,title,description,upload_date,download
K1T7llOr_VQ,Mixed,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Sylvanian Families Adventure Tree House- Smyths Toys,"Adventure Tree House's rope swing can go up and down and work as a lift.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/sylvanian-families/sylvanian-families-homes/sylvanian-families-adventure-tree-house/p/189625

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/sylvanian-families/c/SM06010425

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210930,True
1ElWzIJJCQI,There are no actors/presenters or you can never see their faces,Sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Barbie DreamCamper - Smyths Toys,"This amazing Barbie DreamCamper transforms from a camping RV into a campsite play set with room for Barbie Doll and all of her sisters to sleep (Dolls sold separately). Designed in signature pink with rolling wheels, this camper opens to reveal so much more! Simply press the button at the top of the vehicle to activate a magical feature.

Shop at
https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/barbie/barbie-dream-camper-van-playset-with-accessories/p/160288

Full Barbie range
https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/barbie/c/SM06010403

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20180831,True
ELhRcGY6XyI,There are no actors/presenters or you can never see their faces,There are no voices,There are no voices,There are no voices,There are no voices,Smyths Toys - Furby Boom!,,20130917,True
tDuM3Kd5fs4,Mixed,BOTH spoken and sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Chasin Cheeky Game,"Join Elefuns newest friend, the trouble-loving Chasin' Cheeky monkey in this ring-tossin' game. In this up-and-active game, Chasin' Cheeky will race around the room as you try to get your colored rings on his tail. Once you get all of your rings onto his tail, be the first to grab his banana and shake it with Chasin' Cheeky to celebrate your win!

Elefun and Friends games are all about unpredictable, LOL fun! Every moment is an adventure with these zany friends! Get ready to race, shake, stomp, and laugh!
get it at http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-564/childrens-board-games/p-1739/chasin-cheeky-game/",20140411,True
YwJMELJf754,Mixed,Spoken,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",Roblox Figures and Playsets- Smyths Toys,"Bring the imaginative world of Roblox to life with all-new action figures and playsets inspired by your favourite characters and experiences! From Roblox – Zombie’s to Roblox – Champions, there are a wide variety of Roblox figures to add to your collection (Each sold separately).

Browse our range at: https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/roblox/c/SM06010108

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20181122,True
5o0l0bpeTaQ,Mixed,BOTH spoken and sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Play-Doh Cupcake Celebration Playset,"Get the whirly, twirly fun started! Give your Play-Doh bakery creations a sweet ride on the crazy cupcake Ferris wheel, then stop at the bottom and squeeze a dollop of Play-Doh Plus frosting on top. Next, pop your pretend cupcakes under the sprinkle crank to shower them in colourful Play-Doh sprinkles. You can also create colourful pretend cookies, imaginary animal crackers, and make-believe candies to complete your Play-Doh dessert extravaganza!",20150814,True
CfmWvEX_r7Y,Mixed,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys - Stretchkins,"Introducing the all new Stretchkins characters! Soft and cuddly, Stretchkins make exercise and dancing fun. The Stretchkins feet and hands easily attach onto the feet and hands of children allowing the Stretchkin to be stretched to life size and move with you. Perfect as a play buddy, a travel companion and a gift.",20141002,True
ZGYsE6m0YtY,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys - BABY Born Shower,"A real working shower for BABY born and BABY born Sister (dolls sold separately). Includes height adjustable shower head with water flow regulator, opening and closing door, harness and towel to make sure your BABY Born has a fantastic shower time!Doll not included, sold separately

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/baby-born/baby-born-shower/p/159018

Browse our Baby Born range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/baby-born/c/SM06010402",20170914,True
s6YcdEEF2H4,Boys/men,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Sonic The Hedgehog Giant Eggman Robot Battle Set - Smyths Toys,"Sonic the Hedgehog is one of the world’s most iconic video game characters of all time. Along with his friends Tails, Knuckles and Amy, Sonic speeds around the planet to battle injustice and defeat his arch nemesis, the evil Dr. Eggman.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/sonic/sonic-the-hedgehog-%e2%80%93-giant-eggman-robot-battle-set/p/199444

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/sonic/c/SM06010132

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20211015,True
VIqv8YRVDuY,Girls/women,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Smyths Toys - My Little Pony Pinkie Pie Swimming Seapony,"Imagine fabulous fun deep in the land of Seaquestria with Pinkie Pie! This Pinkie Pie seapony figure has a beautiful, mermaid-like tail with her signature cutie mark printed on her back fin. Place this seapony in water and watch her swim on her own. Underwater, her tail sparkles and glows! After an exciting day of water play, brush and style her hair with the included comb accessory, too.

Subscribe to the Smyths Toys channel: https://goo.gl/rAosm1
Official Smyths Toys website:  https://www.smythstoys.com/",20171019,True
flaRc0J0BwM,Girls/women,Spoken,Children,Feminine,"No, all voices are normal-sounding",Smyths Toys - Hatchimals Hatch Day,"Hatchimals are interactive magical creatures inside eggs! Who’s inside? It’s a surprise! Each egg contains one of two interactive Hatchimals. Love and care for yours inside the egg and its eyes will light up as it makes cute sounds, telling you how it’s feeling! Once you’ve played with it enough, you’ll see rainbow eyes – that means it’s time to hatch! Hatchimals can’t hatch on their own. Your touch encourages them to peck their way out of the egg! It’s a once-in-a-lifetime experience! Now you get to raise your furry Hatchimal through 3 stages, from baby to toddler, to kid. Your Hatchimal sings ""Hatchy Birthday"" each time it enters a new stage! Teach yours to walk, talk, dance, play games and more! It will even repeat what you say in its own voice!

get teal egg at
http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-509/hatchimals/p-19839/hatchimals-pengualas-teal-egg/

Shop our range at http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-509/hatchimals/",20161007,True
RuAaIaNv48k,Boys/men,BOTH spoken and sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys -StikBot Pets,"StikBots are a unique, poseable and collectable figurine! At a basic level they are a fidget toy that is perfect for imaginative play. Their unique design allows for easy positioning on any flat surface thanks to their suction-cup hands and feet. StikBots can be posed in countless ways - their limbs, torso, and even neck can be positioned at multiple different angles! This makes StikBot perfect for making your own stop-frame animation movies using the StikBot Animation App which is free to download for iPhone and Android operating systems. Now your StikBots have their very own Pet! Pets make a great addition to movies and are fun for collectable play. Choose from bulldogs, dogs, cats or monkeys and start creating your own exciting stop-frame animation movies to share on your favourite social media site. Follow the StikBot Central Youtube channel and get inspiration for your next movie watching other videos on the channel including some really innovative weekly StikBot shows.

Buy online here: https://www.smythstoys.com/ie/en-ie/toys/creativity-music-and-partyware/pocket-money/stikbot-pets/p/160823",20170802,True
K2JvLAtwVcY,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Star Wars The Black Series Boba Fett Premium Electronic Helmet - Smyths Toys,"Commemorate Star Wars: The Empire Strikes Back with The Black Series Boba Fett Premium Electronic Helmet!

Buy online at https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/star-wars/star-wars-role-play/star-wars-the-black-series-boba-fett-premium-electronic-helmet/p/189441

Browse our Star Wars range at https://www.smythstoys.com/ie/en-ie/toys/action-figures-and-playsets/star-wars/c/SM06010118

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200424,True
RxYisyVBAdI,There are no actors/presenters or you can never see their faces,There are no voices,There are no voices,There are no voices,There are no voices,Turtle Beach Recon 70 Gaming Headset for Xbox One - Smyths Toys,"Lock in your next Victory Royale, your latest achievement and much more with the TURTLE BEACH® RECON 70 gaming headset officially licensed for Xbox One. Featuring Turtle Beach’s latest lightweight and comfortable headset design for hours of play, with high-quality 40mm speakers and over-ear premium synthetic leather cushions that let you hear every crisp high and thundering low while blocking noise. Turtle Beach’s renowned high-sensitivity mic to ensure you are heard clearly and easily flips up to mute. The RECON 70 is also surround sound ready for Xbox One and compatible Windows 10 PCs and optimized for Microsoft’s powerful Windows Sonic for Headphones. Finally, the versatile 3.5mm connection makes it perfect for swapping between Xbox One and PS4™ controllers, Nintendo Switch as well as PC and compatible mobile devices.

Main Compatibility: Xbox One1

Additional Compatibility: PS4™ Pro & PS4™ Nintendo Switch2 PC3 Mobile

1.Works with Xbox One controllers with a 3.5mm headset jac. Other controllers require the Headset Audio Controller (sold separately). 2.Chat available for games that support in-game chat capability. 3.PCs with pink and green jacks require a PC Splitter Cable (sold separately).

Package Contents: • RECON 70 Gaming Headset for Xbox One • Quick Start Guide • Turtle Beach Sticker
Buy online at https://www.smythstoys.com/uk/en-gb/video-games-and-tablets/gaming-headsets/turtle-beach-headset-and-headphones/turtle-beach-recon-70-gaming-headset-for-xbox-one-black/p/175484
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20191018,True
9AVeLwg2LAw,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - R/C Jumbo Inflatable Star Wars BB8,"BB-8 is the star of the phenomenally successful latest episode in the Star Wars saga - and now he's yours to take home and control as an R/C Inflatable! Standing 43cm tall and with awesome droid sounds, R/C Jumbo Inflatable Star Wars BB8 is irresistible!

Buy online at http://www.smythstoys.com/uk/en-gb/toys/action-figures-playsets/c-339/star-wars/p-22028/r-c-jumbo-inflatable-star-wars-bb8/

Browse our range at http://www.smythstoys.com/uk/en-gb/toys/action-figures-playsets/c-339/star-wars/",20170106,True
tTn1rY6EC7M,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Smyths Toys - Yogurtinis,"Yogurtinis are just so cute! Each baby doll has its own scent-themed, removable outfit and dummy. Yogurtinis are sweetly scented and have realistic eyes and a cute, chubby body. They are fully poseable with moveable head, arms and legs. There are 4sisters and 2 brothers to collect. Find Anna Banana, Mary Cherry, John Lemon, Terry Strawberry, Charlie Coconut and Cher Pear, each sitting in their own yoghurt pot!",20130801,True
ocMZASGjbhg,There are no actors/presenters or you can never see their faces,Sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",NBA 2K21 Trailer - Smyths Toys,"Pre-order NBA 2K21 now to receive 5,000 Virtual Currency, 5,000 MyTEAM points, MyTEAM packs, and more!

Pre-Order NBA 2K21 from Smyths Toys NOW:
https://www.smythstoys.com/uk/en-gb/nba-2k21-video-game/c/NBA-2K21-video-game

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201120,True
J1jTgT6DVfs,There are no actors/presenters or you can never see their faces,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,My Fairy Garden- Smyths Toys,"Create a magical fairy oasis with the new indoor Fairy Garden kit. Follow the 8-page activity guide to learn how to construct your enchanted miniature fairy cottage and create a beautiful living garden with the grass seeds provided. The Fairy Garden Kit contains everything you need to make your fairy and her mouse friend feel at home; just add imagination and a little sprinkling of the fairy dust included!

Purchase product at Smyths Toys: https://www.smythstoys.com/ie/en-ie/toys/fashion-and-dolls/fairies/my-fairy-garden/p/152182",20180815,True
fkd9m4Lc9W8,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",NERF Modulus Ghost Ops Evader - Smyths Toys,"Stay in stealth mode or light the way with the Nerf Modulus Ghost Ops Evader blaster! This motorised blaster features a clear housing that illuminates when the light activator is pressed. Keep the blaster in clear mode during stealth missions to stay undetected. Illuminate the blaster to guide the way in low-light situations. customise the blaster with the barrel extension that lights up when attached to the blaster. Tactical rails provide additional places for more customising accessories. Load the 12-dart clip into the Evader blaster, take aim, and unleash 12 darts in a row with rapid-fire motorised blasting.

Buy online at https://www.smythstoys.com/uk/en-gb/incredible-savings/nerf-modulus-ghost-ops-evader/p/167572

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20180928,True
VhOKmLf9JY8,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys -Gassy the Cow,"Will she mooo or will she pooo? Gassy the Cow is a super fun game full of giggles! Walk your wellington boots up to Gassy's bottom to see if she will just moo or whether she will poo on your boots!

Buy online here: https://www.smythstoys.com/ie/en-ie/toys/games-puzzles-and-books/childrens-board-games/gassy-the-cow/p/160464",20170802,True
_3GbX2_IaI8,There are no actors/presenters or you can never see their faces,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Smyths Toys - Ben 10 Action Figures,"Ben Tennyson, a 10-year-old boy, is on an extended summer vacation with his Grampa Max and cousin Gwen when he discovers a magical device - the Omnitrix watch. This amazing device gives Ben to ability to transform into any one of the spectacular alien heroes, each with its own unique abilities. Ben, Max and Gwen travel the country in their mobile home- the Rustbucket, and have a blast beating down would be villains along the way. Now you can recreate and act out your own scenes from the Ben 10 hit TV show with the Ben 10 articulated figures! There are 8 different figures in the range to collect each including a matching accessory. Collect them all! (each sold separately).",20170721,True
aaHbR1KXwYM,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Pop Pop Hair Surprise Assortment - Smyths Toys,"Wear, share and style with Pop Pop Hair! Collect and create loads of fabulous looks with 3 characters in 1. Open the Pop Brush to reveal a surprise inside! The brush handle becomes a spray bottle to spray the Pop Pod, and watch the surprise ‘pop’ open to reveal the Hair Roller. Then unroll to discover an adorable Pop Hair Pet inside. Brush, plait, braid, and style the pet’s extra-long hair. Or wear as an accessory in your own hair for a funky new look!
Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/pop-pop-hair-surprise-assortment/p/174192
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190828,True
Bqw_nmsQQy4,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Fireman Sam Fire Rescue Centre- Smyths Toys,"Open up the feature-packed Fire Station to reveal the fire fighters' headquarters.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/fireman-sam/fireman-sam-fire-rescue-centre/p/189554

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200812,True
tyjlxbHsnuY,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Shimmer N Sparkle 5in1 Friendship Bracelet Studio - Smyths Toys,"Get together with your friends to create knotted, beaded, braided fashion friendship bracelets.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/fashion-craft/shimmer-n-sparkle-5in1-friendship-bracelet-studio/p/177134

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200130,True
Mjrbh-vceUE,Girls/women,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BABY born Little Sister Mermaid - Smyths Toys,"Baby Born has a mermaid sister! Ideal for creating a little bit of magic, this fun fantasy doll is perfect for little Mermaid fans!

Put Baby Born little sister mermaid in some water and watch the magic happen! Her beautiful turquoise and purple tail moves like a mermaid when placed in water. Plus there's lots of extra fun to be had styling her lovely long mermaid hair!

NOTE: There is no on/off button on the doll, the doll can simply be submerged in water to swim.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/baby-born/baby-born-little-sister-mermaid/p/165848
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20191126,True
Rk2yWHQjYJI,There are no actors/presenters or you can never see their faces,There are no voices,There are no voices,There are no voices,There are no voices,Ravensburger Eiffel Tower Night Edition 3D Puzzle - Smyths Toys,"This ""Night Edition"" Eiffel Tower puzzle uses LED technology to create 3 different coloured lighting effects.  The completed puzzle will glow with a warm white, blue or red light automatically changing to make this an effective and dramatic addition to any room.

Buy online at https://www.smythstoys.com/uk/en-gb/gift-finder-for-big-kids/-ravensburger-eiffel-tower-night-edition-3d-puzzle/p/144251

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210923,True
kL9qia-G10g,Mixed,Spoken,Children,Masculine,"No, all voices are normal-sounding",Smyths Toys - Scrabble Original Game Q,"Scrabble is the world's most popular word game! Players attempt to build interlocking words – crossword fashion – on the Scrabble brand crossword game playing board, using letter tiles with various score values. The object of the game is to get the highest score. Each player competes by using their tiles in combinations and locations that take best advantage of letter values and premium squares on the board.

http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-564/childrens-board-games/p-1713/scrabble-original-game/",20160318,True
YGxld6FysWU,There are no actors/presenters or you can never see their faces,There are no voices,There are no voices,There are no voices,There are no voices,Overwatch Legendary Edition Nintendo Switch - Trailer - Smyths Toys,"The fight for the future arrives on Nintendo Switch! Play Blizzard Entertainment’s acclaimed team-based shooter at home or on the go* with Overwatch® Legendary Edition, which comes complete with all of the latest heroes, maps, and game updates—along with a new Switch- exclusive control option that takes advantage of the console’s unique capabilities.

Purchase Overwatch Legendary Edition Nintendo Switch at Smyths Toys Superstores NOW:

https://www.smythstoys.com/video-games-and-tablets/nintendo-gaming/nintendo-switch/nintendo-switch-games/overwatch-legendary-edition-nintendo-switch/p/183180

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #overwatch #legendary #edition #shooter #co-op #online #multiplayer #nintendo #switch #ns",20191022,True
gZwHQ9CGyJY,Boys/men,BOTH spoken and sung,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - StikBot Pets,"StikBots are a unique, poseable and collectable figurine! At a basic level they are a fidget toy that is perfect for imaginative play. Their unique design allows for easy positioning on any flat surface thanks to their suction-cup hands and feet. StikBots can be posed in countless ways - their limbs, torso, and even neck can be positioned at multiple different angles! This makes StikBot perfect for making your own stop-frame animation movies using the StikBot Animation App which is free to download for iPhone and Android operating systems. Now your StikBots have their very own Pet! Pets make a great addition to movies and are fun for collectable play. Choose from bulldogs, dogs, cats or monkeys and start creating your own exciting stop-frame animation movies to share on your favourite social media site. Follow the StikBot Central Youtube channel and get inspiration for your next movie watching other videos on the channel including some really innovative weekly StikBot shows.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/creativity-music-and-partyware/pocket-money/stikbot-pets/p/160823",20170616,True
ijHYsEGGRRY,Mixed,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Smyths Toys - Ravensburger Scotland Yard Game,"One player takes the role of Mr X whilst others are a team of Scotland Yard detectives. Mr X moves secretly through London and the only clues are his transport tickets! With strategy and teamwork the detectives can trap Mr X but if he escapes he wins the game.

Get it now at http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-565/family-board-games/p-12355/ravensburger-scotland-yard-game/",20150409,True
tNru1d6XMuY,Mixed,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Clementoni Science Museum Action & Reaction- Smyths Toys,"Light up your imagination and have fun triggering incredible chain reactions! With this truly unique scientific kit, finding out about the wondersof physics has never been more fun! A science lab packed with special pieces and accessories offering lots of playing options where kids can experiment with gravity, forces and levers. The illustrated manual will guide little players as they attempt increasingly difficult tasks, entertaining them as they learn!
Buy online at https://www.smythstoys.com/ie/en-ie/toys/science-tech-art-engineering-math-steam/science/clementoni-science-museum-action-and-reaction/p/173456
📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190806,True
xP4PYl5twno,There are no actors/presenters or you can never see their faces,There are no voices,There are no voices,There are no voices,"No, all voices are normal-sounding",UNO Flip! Game - Smyths Toys,"The cool card game UNO FLIP is very special! The cards are printed on both sides, which ensures even more fun. There is also a special FLIP card, which provides a breath of fresh air. In turn, the players put their cards on the stack and the goal is to discard them all as quickly as possible. Action cards like Draw 5 or Unlock all bring new fun to the game.

You can pick up UNO Flip! here: https://www.smythstoys.com/toys/games-puzzles-and-books/board-games/mattel-board-games/uno-flip-game/p/8052333

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #UNO #UNOFlip",20201106,True
uL3HLM6cWCE,Boys/men,Spoken,BOTH children and adults,Masculine,"No, all voices are normal-sounding",Hot Wheels & Nico Rosberg Challenge Accepted! Forza Horzon Edition  - Smyths Toys,"Ignite your challenger spirit and never give up! Watch how Hot Wheels inspired Formula 1 World Champion Nico Rosberg as a young boy. Challenge Accepted!

Visit the Smyths Toys Hot Wheels Shop - http://bit.ly/HotWheelsSmythsToys

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20180726,True
XUpgpnqB5RA,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Nerf N-Strike Elite HyperFire Blaster,"Take aim with the HyperFire blaster and challenge opponents with ultimate speed! It's the fastest motorized Nerf dart blaster, unleashing 5 darts per second to rain down a deluge of darts onto targets! With its 25-dart drum, this Nerf N-Strike Elite blaster brings impressive firepower to the battle. It fires darts up 90 feet (27 meters). Press the acceleration button, pull the trigger, and let the rapid-fire action begin! Comes with 25 Elite darts.

Buy online at http://www.smythstoys.com/uk/en-gb/toys/construction-cars/nerf/c-957/nerf/p-18130/nerf-n-strike-elite-hyperfire-blaster/

More detailed info at http://www.smythstoys.com/blog/nerf-hyperfire-elite-blaster/

Get n-strike elite hyperfire at
http://www.smythstoys.com/uk/en-gb/toys/construction-cars/nerf/c-957/nerf/p-18117/nerf-n-strike-elite-hyperfire-value-pack/",20160614,True
ebUStbjgKXE,Girls/women,Spoken,Children,Feminine,Yes a feminine voice is gender exaggerated,BABY born Surprise Babies Series 5 Assortment - Smyths Toys,"Unwrap the cutest little bundles of joy and discover all new babies wrapped in their own glittery butterfly wings! Each baby will reveal lots of exciting surprises as you get to know them.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/baby-born/baby-born-surprise-babies-series-5-assortment/p/188985

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/baby-born/c/SM06010402

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20201019,True
XDf_J2ajI7Q,Mixed,Spoken,Children,Feminine,Yes a feminine voice is gender exaggerated,Kinetic Sand Sandisfactory Set- Smyths Toys,"Kinetic Sand is so satisfying to squish and crush. The Kinetic Sand Sandisfactory Set comes with 10 tools and 908g of colourful sand in black, blue, yellow and red.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/sensory-toys/messy-sensory-toys/kinetic-sand-sandisfactory-set/p/198736

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210823,True
HmN4c8UShsk,Boys/men,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Smyths Toys - Ghost Hunt Evolution,"Turn down the lights and put on your special 3D glasses get ready to shoot ghosts and bats flying at lightning speed.There are three levels of the game: easy, medium and fast. Each time a ghost disappears, the ghost will cry and a point will be marked on the laser gun. Who will chase the most ghosts? Highest score wins!

Buy at http://www.smythstoys.com/ie/en-ie/toys/games-puzzles-books/c-564/childrens-board-games/p-14291/ghost-hunt-evolution/",20160704,True
