Electric/Acoustic,Distorted/Clear,Many Instruments/Few Instruments,Loud/Soft,Heavy/Light,High pitch/Low pitch,Wide pitch variation/Narrow pitch variation,Punchy/Smooth,Harmonious/Disharmonious,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Dense/Sparse,Strong beat/Weak beat,prolific_id,stimulus_id
5,6,5,6,7,3,5,5,3,3,2,7,7,7,6,60b60d67bbc65b38b155536e,m12mtTl6eMc
6,7,6,7,7,2,3,7,1,1,3,7,4,5,2,61435b26170aa14747574253,-BaTPbE0Gdo
1,5,3,5,3,6,6,4,3,3,2,5,4,3,2,612b5a2c55286e4cf74a63ee,JGR4ryWa8u0
2,7,5,3,3,3,3,3,3,3,5,5,3,3,6,60b60d67bbc65b38b155536e,iwMf1aU3h2Q
2,5,2,5,6,3,3,6,2,5,6,3,3,4,5,605e1fc0be766e80d0104df3,FYpPMELi0Co
1,1,3,3,3,5,4,3,4,3,3,5,3,4,3,5f033543945c554f816f6ad7,upsuBoJQ6k4
2,6,3,5,7,1,6,3,2,1,2,5,3,5,2,5fcf5ad1347ca200086dd547,cyc4PdMrf2k
6,6,2,3,6,4,2,2,2,2,4,2,2,4,2,573dbfc9cc30e7000dc57410,VIqv8YRVDuY
3,4,3,2,2,3,1,1,3,2,3,6,3,4,1,5c4afb7234ee9300011cbbfc,tYjBs906Aw8
1,2,2,2,2,3,3,2,3,3,3,6,3,2,3,6127987e1e4a3ccd8b9ce45a,AoEBDS1OdQk
1,2,6,5,2,5,6,4,4,4,2,6,4,3,4,5bd0a57f446a8e0001204390,P1TUfuacr-s
7,7,6,7,7,2,5,6,2,1,4,7,3,6,2,61435b26170aa14747574253,fD6rEoh-tPo
5,7,3,6,6,2,3,1,1,1,1,2,2,3,2,615a17c90199096a5bbe0f48,oc3VxkmHMx0
6,6,3,3,5,3,3,4,3,3,5,5,4,3,7,55d621bbdb6a810013fa0ea0,xbTNEkONzCo
2,4,5,2,5,3,3,2,3,2,3,3,2,4,2,573dbfc9cc30e7000dc57410,pdzliNhlqWI
1,7,7,1,7,1,7,1,1,1,1,7,1,7,7,612b5a2c55286e4cf74a63ee,LgDsU1GONwI
1,1,2,3,2,5,6,3,4,3,3,4,3,2,2,6127987e1e4a3ccd8b9ce45a,P2IVTQfNTmo
1,3,5,1,1,7,7,2,3,4,3,6,2,1,3,5f0cfeef098f1e53ff201909,HO-GyyhtDnA
3,7,5,7,7,3,2,3,3,2,4,6,5,5,6,56f597c5736c79000b228052,972oFsnpDmE
6,6,4,5,7,5,5,6,4,4,5,6,4,5,6,60c114f1542c86cb1e3e7c86,Eej5_xQMdF0
2,3,5,4,3,5,6,2,4,3,4,3,3,5,3,5a95d013f6dfdd0001ea60be,cvvhKy1PFn8
2,2,3,3,3,4,6,2,3,3,2,5,2,3,2,608727ded1b6b85975bbf14d,SFDQWY3IQ6A
6,6,6,7,7,2,6,3,2,2,2,3,3,5,5,5e597bc019aafc0628150c78,J5HhmWTTGEM
5,2,7,3,6,5,7,5,3,6,4,5,5,7,5,608727ded1b6b85975bbf14d,27vHKP9QsqU
3,3,4,6,4,4,3,3,3,5,3,1,2,5,2,5ebebcf619a604258a233c4f,hAiBmTJhhJs
2,3,5,5,5,4,5,3,3,4,2,4,3,5,4,5be7752e66e3d1000103957f,pdzliNhlqWI
2,3,6,2,4,5,4,2,6,4,2,3,2,3,4,60e76a1d107aa8d3ccd3e37b,aLk1Xh0z7qw
1,7,3,1,7,2,7,1,1,1,1,7,2,3,1,5e4761e624b17f2239a6473a,r8WRpcfMZ8I
1,5,2,2,2,6,5,1,2,3,1,2,2,2,3,5e597bc019aafc0628150c78,YwJMELJf754
2,2,6,3,3,5,6,2,6,6,3,7,5,7,4,608727ded1b6b85975bbf14d,lxHh_AJ0-jE
5,1,3,2,1,6,4,2,6,6,3,4,3,2,2,5b1840dfb6fe3d0001a1073d,DHd-9Cx6fpc
5,6,6,2,3,4,4,3,1,2,6,4,5,2,3,5b1840dfb6fe3d0001a1073d,Dvcp5sr5AcA
1,2,2,2,3,2,2,1,3,1,2,6,3,2,1,5e979756281ba326b104d3e8,YrKlq72U0E4
3,6,6,5,6,3,4,3,5,4,3,4,4,3,2,5b1840dfb6fe3d0001a1073d,AB8ud4ogIvo
3,6,5,6,6,6,4,3,3,2,3,4,4,5,4,5b1840dfb6fe3d0001a1073d,4fMS076F8pU
3,2,2,1,1,5,3,5,2,2,5,3,4,1,2,5b1840dfb6fe3d0001a1073d,fkd9m4Lc9W8
2,1,5,6,5,2,7,3,6,2,2,5,4,6,4,5e979756281ba326b104d3e8,06_OXzp1jh0
1,2,5,2,4,2,5,2,4,5,5,3,4,5,6,5e979756281ba326b104d3e8,_JIlOyI0LUA
2,6,3,3,5,6,4,3,3,5,5,3,3,5,4,5b1840dfb6fe3d0001a1073d,VIqv8YRVDuY
3,3,7,6,6,5,7,3,3,6,2,4,4,7,5,5e979756281ba326b104d3e8,Zie8xaLG8_M
1,1,2,1,1,6,3,2,7,5,1,2,3,2,2,5e979756281ba326b104d3e8,WXom9NTISb8
6,6,2,6,6,3,5,5,3,4,3,3,6,6,5,5e979756281ba326b104d3e8,sNRNopTkfXk
6,5,6,3,3,5,6,3,3,5,5,5,6,3,6,5c5cad3e4ee81200018eafe2,9AVeLwg2LAw
6,6,6,5,6,6,7,3,3,2,5,6,6,5,3,5c5cad3e4ee81200018eafe2,2-m3SEGs0kM
2,2,6,5,5,5,5,7,4,6,2,5,3,3,2,5e979756281ba326b104d3e8,ERWmerxv2N0
3,2,5,5,4,5,6,5,7,6,6,5,6,5,7,5c5cad3e4ee81200018eafe2,cYszuGaptkk
6,6,6,7,7,2,5,4,2,2,2,6,5,5,2,5e979756281ba326b104d3e8,pdzliNhlqWI
6,6,5,6,7,6,6,3,3,3,6,5,3,4,3,5c5cad3e4ee81200018eafe2,pdzliNhlqWI
5,6,2,6,7,2,2,6,1,1,3,2,4,3,5,5e979756281ba326b104d3e8,VIqv8YRVDuY
5,6,6,6,7,1,6,5,3,1,1,5,4,5,2,5e979756281ba326b104d3e8,2-m3SEGs0kM
2,1,7,4,3,5,7,4,7,7,4,3,4,4,4,5ea1950819664f04542a50bf,HO-GyyhtDnA
4,1,7,6,5,4,4,3,3,3,4,4,4,4,3,5ea1950819664f04542a50bf,cYszuGaptkk
5,7,7,6,7,3,7,4,3,4,4,5,4,4,3,5ea1950819664f04542a50bf,2-m3SEGs0kM
4,7,7,6,7,2,4,2,4,3,4,6,4,5,2,5ea1950819664f04542a50bf,pdzliNhlqWI
5,5,3,3,6,3,2,4,3,5,5,5,2,5,4,6112c3592c483f115b25d256,qqV8wfRzDrA
3,6,5,5,6,3,6,7,1,1,1,7,3,5,3,6136503d70302c9d1aa894f4,YOaA1JMpq-0
1,2,5,3,3,3,4,5,3,2,3,5,4,5,3,5f033543945c554f816f6ad7,FsItakNM2wI
7,7,7,6,7,1,4,2,3,6,4,3,6,7,7,5beab62b2bb2960001c9b288,htMLdB-qYr0
2,4,5,2,2,5,4,4,5,5,4,4,2,4,4,573dbfc9cc30e7000dc57410,HO-GyyhtDnA
1,3,5,2,3,5,3,1,1,1,3,3,3,4,2,5ba11949a896050001d50742,Lo_x8RN_x2Y
3,5,7,6,7,6,7,6,4,6,6,1,1,5,5,5f6c423e8071b21b35b07ea6,Bqw_nmsQQy4
1,2,2,1,1,7,6,1,7,7,2,3,2,2,1,5b7924d8338a93000154ad21,5KIK9JG9Ebs
4,4,5,5,5,2,2,3,2,2,2,5,5,5,3,5f033543945c554f816f6ad7,lXEc9Oueszg
3,4,3,4,5,3,6,4,4,2,2,6,2,4,3,6127987e1e4a3ccd8b9ce45a,5RVqzWqVpME
2,3,5,3,5,3,4,3,4,4,4,5,2,3,3,573dbfc9cc30e7000dc57410,cYszuGaptkk
3,6,3,6,5,3,5,6,3,5,5,5,4,5,3,61435b26170aa14747574253,HWp1y2cHrgo
1,2,5,2,2,4,2,1,2,3,3,2,2,3,1,5fc93d0e16b69439e106238e,8ZKSazAgj7Q
2,7,7,1,6,2,2,2,3,5,3,5,2,4,3,60c114f1542c86cb1e3e7c86,e7urnfBBh3M
6,7,3,7,7,3,5,5,2,2,2,2,2,6,3,60b60d67bbc65b38b155536e,LYVEt97fWLM
1,1,5,1,1,3,3,1,3,3,2,5,3,5,2,5ba11949a896050001d50742,8ZKSazAgj7Q
7,7,7,6,7,2,3,5,6,7,7,4,6,7,7,5beab62b2bb2960001c9b288,m12mtTl6eMc
2,4,3,3,3,3,2,1,1,1,2,3,3,3,1,5f033543945c554f816f6ad7,Zl-50U1tsBM
1,6,5,1,1,6,6,1,3,2,1,6,1,1,3,5f0cfeef098f1e53ff201909,Zl-50U1tsBM
3,3,3,2,3,5,5,4,4,6,6,2,4,4,6,6112c3592c483f115b25d256,Jw4UaI4irBA
3,5,4,6,6,2,5,3,2,3,2,5,3,4,4,5b7924d8338a93000154ad21,yQgb0LJUIlU
5,7,5,2,5,2,5,3,3,3,3,7,3,7,5,60b60d67bbc65b38b155536e,WkkrKcyoiA4
6,6,2,5,5,2,4,5,2,3,3,5,3,3,3,5f033543945c554f816f6ad7,VIqv8YRVDuY
5,6,3,1,6,2,3,6,2,3,5,6,4,5,6,55d621bbdb6a810013fa0ea0,_quNZ5u2qag
1,1,2,1,3,6,3,1,5,3,3,2,3,1,1,6136503d70302c9d1aa894f4,O-h2PeR39PI
6,2,3,3,4,6,5,3,4,3,4,5,4,5,4,60ed501279c68ea1a313d0aa,Zl-50U1tsBM
2,6,2,3,4,2,3,2,2,2,4,3,3,4,2,5f5949feb6149f1932dbfcfc,Hkae1vy8HPA
7,7,1,2,3,4,1,1,2,3,2,1,2,4,1,5ebebcf619a604258a233c4f,Kgdwd6Pqip4
2,2,3,7,7,3,3,1,3,3,1,3,3,1,6,5e597bc019aafc0628150c78,mae-_KQhQ60
5,5,4,4,4,3,4,4,4,6,2,4,4,4,4,5f5949feb6149f1932dbfcfc,5cthvmrEpJ4
2,5,3,3,6,5,5,6,7,7,7,6,6,3,7,5e4761e624b17f2239a6473a,9h4cr4C1rhc
2,6,5,2,6,6,5,2,3,2,2,5,2,3,2,5b1840dfb6fe3d0001a1073d,lH9eT078eJc
3,3,2,3,2,6,5,3,5,5,3,5,3,3,2,5c5cad3e4ee81200018eafe2,RxYisyVBAdI
6,6,5,3,2,5,6,2,2,1,2,5,5,5,1,5e979756281ba326b104d3e8,3IT9g-IHkcE
5,5,6,4,3,6,6,3,3,3,2,3,6,5,3,5c5cad3e4ee81200018eafe2,aaHbR1KXwYM
2,6,3,3,2,6,2,2,3,5,2,3,4,3,1,5c5cad3e4ee81200018eafe2,JBT_A2TyPCQ
2,7,6,5,6,6,5,2,2,2,3,3,3,5,2,5b1840dfb6fe3d0001a1073d,pdzliNhlqWI
3,6,2,2,4,2,5,1,6,3,1,6,3,2,2,5e979756281ba326b104d3e8,RKhuCkwN-HQ
3,5,2,2,2,5,4,2,3,5,4,3,3,2,3,5b1840dfb6fe3d0001a1073d,Zl-50U1tsBM
1,3,7,1,1,6,6,1,5,3,1,3,3,2,1,5e979756281ba326b104d3e8,s-Q4sffZjo8
6,7,3,5,6,3,3,6,2,2,5,5,3,4,2,5c5cad3e4ee81200018eafe2,my2MceeTLxc
5,6,5,3,3,5,6,3,2,3,3,5,2,3,2,5c5cad3e4ee81200018eafe2,2J7ZM8U9bw0
6,5,7,6,5,6,7,3,2,2,3,5,6,4,5,5c5cad3e4ee81200018eafe2,Ik1vebgUXxA
5,6,3,4,3,6,5,2,2,3,3,5,6,3,2,5c5cad3e4ee81200018eafe2,fzr246eEV-E
1,3,2,1,2,4,2,2,7,2,3,4,3,2,1,5e979756281ba326b104d3e8,OxNe4IUIVk4
3,1,3,3,2,6,5,5,7,7,5,4,3,3,6,5c5cad3e4ee81200018eafe2,HO-GyyhtDnA
1,2,5,3,2,3,6,1,6,6,3,6,3,3,4,5e979756281ba326b104d3e8,HO-GyyhtDnA
4,1,2,2,1,6,2,2,6,3,3,3,2,1,3,5e979756281ba326b104d3e8,Zl-50U1tsBM
1,3,6,4,5,3,6,2,3,2,1,7,2,4,2,5d979f377bc9750018a7a6bf,bP5Wlc0Na8w
2,7,7,4,4,4,4,3,4,4,3,6,3,4,3,577d9254c6144900014a0083,zabpEcBueg8
4,2,2,2,3,4,1,2,2,5,2,6,1,2,1,5d979f377bc9750018a7a6bf,4Hl1wINuquM
1,2,2,3,3,2,5,3,3,1,2,4,2,4,5,5d979f377bc9750018a7a6bf,4bLSlZyZRXc
2,3,5,3,6,1,5,3,5,2,2,6,2,3,2,6110e8ea36e9b36a6ed2cebf,8D5akawtCjg
3,1,5,2,2,7,7,2,5,2,1,2,4,3,1,6110e8ea36e9b36a6ed2cebf,9cy0NymlDV0
1,7,5,2,7,4,4,4,4,2,2,4,3,4,3,577d9254c6144900014a0083,Hkae1vy8HPA
2,2,6,2,2,6,6,2,5,7,6,3,5,3,5,60e55bb59cfd0aa9803b4470,yRUiwRKk6QM
7,7,7,7,7,4,4,3,3,3,3,4,3,4,3,577d9254c6144900014a0083,TLdsiPBq3IE
2,2,1,2,3,2,3,2,2,2,2,1,1,2,2,6110e8ea36e9b36a6ed2cebf,A_GQGfxzc6k
3,4,3,5,5,3,3,3,3,2,4,6,2,5,3,6127987e1e4a3ccd8b9ce45a,DPDwNEZJNJY
3,3,7,4,4,5,7,3,6,5,1,6,1,5,3,56f597c5736c79000b228052,Tubf9a3Asxw
2,6,4,6,7,2,6,4,4,6,2,6,3,5,6,6027cc78c597e0049f3e455d,DE15rbeNgLI
1,7,2,2,6,3,2,1,2,1,1,3,2,3,1,5fcf5ad1347ca200086dd547,qkvhvZQW2rM
6,7,3,3,4,3,5,3,1,2,2,3,2,4,1,5bd0a57f446a8e0001204390,T6oQFzxk8HU
6,6,2,5,5,4,5,5,5,6,6,3,4,3,5,605e1fc0be766e80d0104df3,HmN4c8UShsk
2,2,1,1,1,3,2,2,5,5,1,2,2,2,2,60a6b2ed58d0aaed52f1dcf4,6UKj4It_B44
6,6,2,3,2,4,3,2,2,2,3,3,3,2,6,5fc93d0e16b69439e106238e,IUMGZBXMi0M
1,2,2,2,2,6,5,3,1,1,1,3,2,3,3,6136503d70302c9d1aa894f4,6UKj4It_B44
2,5,5,6,7,3,5,3,3,5,3,5,2,2,3,60a6b2ed58d0aaed52f1dcf4,AB8ud4ogIvo
1,6,5,6,7,4,6,4,5,5,2,6,2,6,6,6027cc78c597e0049f3e455d,_KrfMdJMlDM
1,2,5,3,5,4,5,2,2,2,3,3,3,5,2,56f597c5736c79000b228052,Hkae1vy8HPA
1,2,5,3,2,5,6,2,3,6,2,2,3,1,1,5bd0a57f446a8e0001204390,wWt38u3ikbQ
2,2,5,5,2,6,3,2,3,3,3,3,4,5,2,6136503d70302c9d1aa894f4,HjFgeL3bdeQ
1,4,5,2,2,3,2,5,6,7,6,4,2,5,6,5f6c423e8071b21b35b07ea6,CcVTEKOG13o
2,3,5,2,5,4,6,4,6,6,6,6,2,5,6,5efb8358f81cbe0f08950fe4,oc3VxkmHMx0
3,3,6,5,5,3,3,4,3,3,4,5,4,5,3,60ed501279c68ea1a313d0aa,pdzliNhlqWI
6,7,5,5,6,2,6,2,2,2,3,4,2,2,3,5b7924d8338a93000154ad21,FvUgpHx9nKs
2,2,3,3,5,4,6,2,5,3,2,6,3,3,3,56f597c5736c79000b228052,A_GQGfxzc6k
6,4,4,4,6,4,2,3,3,3,3,3,3,3,4,5af4cd9c20299700016d1245,fV42vrfFvNs
1,2,5,2,3,3,2,2,5,3,3,3,3,3,3,60a6b2ed58d0aaed52f1dcf4,UZCoc30OxOE
2,5,3,3,4,4,5,3,3,3,3,2,3,2,3,605e1fc0be766e80d0104df3,95mk--0FTEw
5,3,3,4,3,6,5,4,5,5,4,3,4,3,3,60ed501279c68ea1a313d0aa,HO-GyyhtDnA
5,5,1,2,2,3,3,2,2,3,3,3,2,2,3,5fc93d0e16b69439e106238e,XiHahyPA14A
6,7,2,7,7,3,4,6,2,2,3,3,4,4,5,56f597c5736c79000b228052,yQgb0LJUIlU
6,6,2,2,3,4,3,2,2,2,4,2,2,4,2,573dbfc9cc30e7000dc57410,Zl-50U1tsBM
2,4,6,5,6,1,6,4,4,6,4,6,3,6,6,5efb8358f81cbe0f08950fe4,viov3zTevto
2,2,5,2,2,6,6,2,3,6,5,6,3,2,2,6112c3592c483f115b25d256,s6YcdEEF2H4
3,3,4,2,2,5,6,2,4,3,3,5,2,4,2,5c4afb7234ee9300011cbbfc,ta_v_mzbMTg
4,3,5,3,3,5,4,3,5,5,3,4,5,3,4,5a95d013f6dfdd0001ea60be,GHLDC7lorFk
2,4,4,2,6,4,4,3,3,4,4,3,2,4,4,60e76a1d107aa8d3ccd3e37b,Zl-50U1tsBM
6,6,6,4,6,2,3,5,3,4,3,7,6,6,7,5ebebcf619a604258a233c4f,pmDUZFSQPKI
2,2,3,6,7,3,2,2,6,5,1,3,2,5,3,5e597bc019aafc0628150c78,v_nZmNvP9J4
3,1,4,5,5,5,6,4,4,6,4,4,3,6,4,608727ded1b6b85975bbf14d,vnkTkVvn4Yc
2,5,6,4,6,2,3,2,4,3,2,4,2,4,4,60e76a1d107aa8d3ccd3e37b,cYszuGaptkk
3,3,2,1,1,5,2,1,3,2,5,3,2,2,1,5e597bc019aafc0628150c78,tRJRP6qUWiA
6,6,6,3,6,5,6,3,4,3,3,5,3,6,5,608727ded1b6b85975bbf14d,nK6NbqIMsJI
4,4,4,3,3,4,3,2,4,3,2,4,3,3,3,5f5949feb6149f1932dbfcfc,Zl-50U1tsBM
3,3,7,3,1,4,3,2,6,5,1,6,2,2,4,5e597bc019aafc0628150c78,33BwTrRpbR0
3,3,3,4,4,2,3,3,4,2,2,2,2,3,2,5f5949feb6149f1932dbfcfc,2-m3SEGs0kM
5,6,1,1,1,6,2,1,2,6,7,2,2,1,1,5e597bc019aafc0628150c78,qymG5taSseY
1,7,3,2,1,1,1,1,3,2,2,2,1,1,1,5fae21a54a4443270635904c,bKK1XQg2Y9o
1,7,2,6,7,5,6,6,2,1,1,7,4,3,4,5f8394cdd4459c14c000697e,WkkrKcyoiA4
3,1,6,1,3,5,2,1,7,5,2,6,5,3,3,5e597bc019aafc0628150c78,a1F2Vm6lVNU
3,5,3,3,5,5,6,3,3,2,2,6,3,5,3,608727ded1b6b85975bbf14d,11tm3fB0E2g
2,4,1,2,2,2,2,2,2,1,1,7,2,4,2,6151e69a392433707e7a9dfb,CN9qybFVIr8
1,1,1,1,1,3,2,1,2,5,3,2,5,1,1,6151e69a392433707e7a9dfb,FhyVUb25Ilc
2,2,3,3,3,5,5,3,4,5,5,3,3,3,3,608727ded1b6b85975bbf14d,Zl-50U1tsBM
1,2,7,1,1,6,7,1,7,7,1,6,2,6,2,5f8394cdd4459c14c000697e,laOxJUcIOdE
1,7,5,1,1,5,3,3,6,5,1,3,3,2,1,5e597bc019aafc0628150c78,RcXaVTonC7c
4,7,2,3,5,6,2,3,3,4,2,3,1,3,2,5fae21a54a4443270635904c,c7zjMd_AlKo
4,7,2,3,5,6,2,3,3,4,2,3,1,3,2,5fae21a54a4443270635904c,0nAk-a4j7dE
1,5,3,6,7,3,3,6,2,2,1,5,3,3,3,5f8394cdd4459c14c000697e,6Pv0_aeYoCE
2,7,1,5,4,5,3,1,4,4,3,3,2,3,2,5fae21a54a4443270635904c,tDuM3Kd5fs4
6,7,6,6,6,2,7,6,3,1,1,7,3,3,3,5e4761e624b17f2239a6473a,fD6rEoh-tPo
1,1,5,1,2,6,6,1,3,3,3,3,3,5,2,5f8394cdd4459c14c000697e,RxYisyVBAdI
4,6,4,5,6,4,4,3,2,4,4,6,4,5,4,5ebebcf619a604258a233c4f,pdzliNhlqWI
1,2,7,6,6,6,4,5,3,5,4,3,3,5,4,5f8394cdd4459c14c000697e,Tv-pC4g9Tp8
4,3,3,1,4,5,5,1,4,5,3,5,3,3,5,61435b26170aa14747574253,aaHbR1KXwYM
3,1,3,1,1,4,3,2,3,3,3,4,2,1,2,55d621bbdb6a810013fa0ea0,_mWQG-4Sc2U
1,1,2,1,1,6,4,2,6,6,5,4,2,1,2,5fcf5ad1347ca200086dd547,_mWQG-4Sc2U
6,7,6,5,5,2,4,6,3,3,4,5,3,6,3,60ed501279c68ea1a313d0aa,VIqv8YRVDuY
1,7,6,1,2,1,6,1,3,1,1,7,2,3,1,615a17c90199096a5bbe0f48,zmd44gV9raw
3,3,5,3,3,6,5,3,4,4,3,5,5,5,4,5eb463628b63a22bad15771c,cYszuGaptkk
5,7,5,5,6,3,3,5,3,5,4,5,3,6,6,55d621bbdb6a810013fa0ea0,Xxw3AwS7_o8
6,7,7,7,7,3,3,6,3,2,2,5,5,5,5,60a6b2ed58d0aaed52f1dcf4,k0q5zWesa1k
2,4,3,3,2,6,6,2,5,5,3,6,5,1,7,5f0cfeef098f1e53ff201909,cYszuGaptkk
1,2,3,1,1,6,5,3,6,6,6,5,5,3,4,5eb463628b63a22bad15771c,HO-GyyhtDnA
6,6,7,5,6,4,2,3,2,1,3,3,1,6,5,6136503d70302c9d1aa894f4,kFkIC-XjFp0
4,5,3,2,2,2,4,2,3,3,2,6,1,1,2,5dfc01544a2ad4918e665575,CpSWTA48JDQ
1,6,2,1,5,1,6,4,5,4,5,3,3,5,5,5f6c423e8071b21b35b07ea6,1RLA2K18riE
3,6,5,6,7,2,1,2,2,3,5,4,2,5,2,5fcf5ad1347ca200086dd547,KD1XHjYhvVU
1,2,6,2,5,4,5,3,6,7,1,7,3,5,6,5efb8358f81cbe0f08950fe4,KfDNYin9fDA
6,6,6,4,6,2,6,4,2,2,1,4,4,6,1,5bd0a57f446a8e0001204390,2-m3SEGs0kM
2,5,4,2,6,5,6,2,5,3,2,6,4,5,6,6027cc78c597e0049f3e455d,ExJpDpg2T_A
1,2,7,2,1,1,7,1,3,2,1,7,1,5,1,615a17c90199096a5bbe0f48,4Hl1wINuquM
1,1,5,3,1,6,5,3,6,7,4,1,2,1,4,5fcf5ad1347ca200086dd547,Zl-50U1tsBM
4,5,5,5,5,3,5,5,3,3,4,5,5,5,5,59e4b3a1896cfc0001921095,pdzliNhlqWI
2,3,5,5,4,3,5,3,3,3,3,3,2,3,3,605e1fc0be766e80d0104df3,HkESWe-VmCw
3,6,3,4,5,3,3,2,2,2,2,5,2,4,2,6127987e1e4a3ccd8b9ce45a,JUaDM8hQBqw
1,3,3,3,3,2,2,3,2,2,3,3,3,4,2,5f033543945c554f816f6ad7,cYszuGaptkk
3,5,4,4,3,5,3,3,5,6,6,3,3,4,4,61435b26170aa14747574253,Zl-50U1tsBM
2,3,3,4,2,6,4,2,3,5,2,6,1,3,1,5bd0a57f446a8e0001204390,Zl-50U1tsBM
7,7,7,7,5,6,5,6,2,2,5,7,5,6,5,5dfc01544a2ad4918e665575,WiZbb-QOStc
1,2,3,2,2,6,5,1,6,4,3,3,2,1,2,6136503d70302c9d1aa894f4,zg1nAydNm_A
1,5,1,1,3,4,1,2,4,6,6,4,6,4,6,5f6c423e8071b21b35b07ea6,n33_dTKSLTo
1,7,6,3,3,1,6,1,5,1,1,7,3,6,1,615a17c90199096a5bbe0f48,d77iqD6bMHM
5,7,5,3,6,4,3,2,3,2,3,6,2,3,3,5b7924d8338a93000154ad21,M7FLctp7tMk
6,6,6,7,7,2,6,6,3,4,3,6,6,6,7,6027cc78c597e0049f3e455d,Kz2v4QYRsBw
3,6,3,3,6,2,5,2,2,2,1,6,2,3,3,5fc93d0e16b69439e106238e,ExJpDpg2T_A
1,3,6,2,3,1,7,1,5,3,3,7,3,6,5,60b60d67bbc65b38b155536e,CfmWvEX_r7Y
3,6,2,5,7,2,3,3,3,2,5,5,4,5,5,5fcf5ad1347ca200086dd547,VIqv8YRVDuY
1,7,5,1,6,2,6,2,2,2,2,6,4,3,2,612b5a2c55286e4cf74a63ee,Mjrbh-vceUE
1,2,4,2,2,5,6,2,2,7,2,3,4,1,4,5beab62b2bb2960001c9b288,RBB1cYpAFbc
2,2,7,2,3,4,4,2,7,7,2,6,2,3,5,5efb8358f81cbe0f08950fe4,GUJ8PfvfQOU
3,6,6,6,7,3,3,2,2,3,3,5,4,5,4,56f597c5736c79000b228052,hFcYHGRWPCY
2,6,3,5,6,4,3,4,2,2,5,3,3,4,2,605e1fc0be766e80d0104df3,h0TPYyam0-c
6,5,6,6,6,3,5,6,2,3,3,5,4,4,5,61435b26170aa14747574253,2-m3SEGs0kM
6,3,6,7,6,6,6,4,2,6,2,6,3,6,5,59a7fec40c87a000017483a0,InjI6hTzBNQ
2,6,5,2,5,2,2,3,2,3,3,3,2,3,3,6136503d70302c9d1aa894f4,sP6RnFMqDnI
6,7,6,3,5,2,3,1,1,1,3,4,3,4,1,5f033543945c554f816f6ad7,pdzliNhlqWI
5,6,6,6,6,2,3,6,2,2,2,6,4,5,3,6127987e1e4a3ccd8b9ce45a,B3koQlnaEL8
1,7,7,1,1,1,7,1,2,1,1,7,3,5,1,615a17c90199096a5bbe0f48,CfmWvEX_r7Y
6,6,6,3,6,6,4,3,5,6,5,3,2,6,4,60c114f1542c86cb1e3e7c86,Jq4T0dXB_60
3,2,5,3,3,5,6,3,3,4,3,6,5,4,3,6037a63eb08c240350cfd0db,XH_NDgm16Ws
6,7,7,6,7,1,7,5,2,1,1,6,2,7,2,5fcf5ad1347ca200086dd547,2-m3SEGs0kM
4,5,3,5,3,5,4,3,3,6,2,2,1,2,2,5bd0a57f446a8e0001204390,cYszuGaptkk
7,2,2,6,6,6,4,6,4,5,5,2,3,4,3,60ed501279c68ea1a313d0aa,cYszuGaptkk
3,5,4,5,5,3,3,5,2,2,3,3,3,4,3,55d621bbdb6a810013fa0ea0,N7i6-eyd3aI
2,3,5,5,4,3,3,4,4,5,4,5,4,5,4,6112c3592c483f115b25d256,n2SA7dZQWyU
2,3,5,5,1,7,7,1,6,3,1,7,5,1,2,60b60d67bbc65b38b155536e,e2KvH1ZAX84
7,7,6,7,7,1,7,1,1,1,1,7,3,6,6,5f0cfeef098f1e53ff201909,2-m3SEGs0kM
7,6,7,6,7,1,2,7,2,3,6,5,3,6,5,5f6c423e8071b21b35b07ea6,kL9qia-G10g
2,3,7,4,6,4,4,4,6,7,5,6,3,6,7,5efb8358f81cbe0f08950fe4,bbbGSR6NAo8
5,3,3,2,3,5,2,2,3,3,5,4,3,3,2,56f597c5736c79000b228052,p9TNF9Bv4aw
7,6,3,3,4,5,3,2,1,1,2,6,5,4,1,5ba11949a896050001d50742,QqonAr7ajPg
1,4,5,7,6,3,6,3,4,5,2,6,2,6,7,6027cc78c597e0049f3e455d,_JIlOyI0LUA
2,2,3,3,4,4,6,5,6,7,2,3,4,2,6,5dfc01544a2ad4918e665575,GUJ8PfvfQOU
2,5,3,2,2,5,5,2,3,3,2,6,2,3,2,5fc93d0e16b69439e106238e,a0L1IzEMQ_c
5,5,4,3,5,3,3,4,2,2,5,4,5,4,3,5c4afb7234ee9300011cbbfc,mPCh3D21qZE
2,2,2,3,2,3,4,3,3,2,2,4,3,4,2,6127987e1e4a3ccd8b9ce45a,XDf_J2ajI7Q
1,6,6,7,6,4,6,2,6,6,2,6,6,5,5,612b5a2c55286e4cf74a63ee,GUJ8PfvfQOU
5,7,5,3,5,5,6,2,1,1,1,7,5,3,1,5f0cfeef098f1e53ff201909,pdzliNhlqWI
3,6,5,3,3,4,3,5,3,3,3,5,5,5,2,61435b26170aa14747574253,cYszuGaptkk
1,2,3,2,2,6,6,4,6,6,3,5,5,4,4,5f033543945c554f816f6ad7,HO-GyyhtDnA
4,5,3,3,5,5,5,3,3,5,3,4,3,5,2,6112c3592c483f115b25d256,7ZEF-H-Cyno
